Read,100973,,,,
Read,101776,,,,
Read,102028,,,,
Read,102436,,,,
Read,103903,,,,
Read,103915,,,,
Read,105471,,,,
Read,108403,,,,
Read,109804,,,,
Read,109887,,,,
Read,111024,,,,
Read,111069,,,,
Read,113923,,,,
Read,114537,,,,
Read,114985,,,,
Read,115277,,,,
Read,115882,,,,
Read,117204,,,,
Read,117950,,,,
Read,11821,,,,
Read,119822,,,,
Read,120031,,,,
Read,122006,,,,
Read,123836,,,,
Read,12462,,,,
Read,132920,,,,
Read,13351,,,,
Read,133924,,,,
Read,135893,,,,
Read,139828,,,,
Read,143759,,,,
Read,144909,,,,
Read,145493,,,,
Read,147805,,,,
Read,150704,,,,
Read,151235,,,,
Read,151904,,,,
Read,152053,,,,
Read,157077,,,,
Read,159734,,,,
Read,165546,,,,
Read,166161,,,,
Read,16813,,,,
Read,168258,,,,
Read,19109,,,,
Read,20145,,,,
Read,20843,,,,
Read,22055,,,,
Read,22131,,,,
Read,24216,,,,
Read,26832,,,,
Read,313809,,,,
Read,45484,,,,
Read,46511,,,,
Read,51819,,,,
Read,5285,,,,
Read,53023,,,,
Read,53140,,,,
Read,55168,,,,
Read,57780,,,,
Read,59358,,,,
Read,59763,,,,
Read,61102,,,,
Read,61653,,,,
Read,61711,,,,
Read,61909,,,,
Read,61929,,,,
Read,64900,,,,
Read,65436,,,,
Read,69454,,,,
Read,6950,,,,
Read,72894,,,,
Read,7441,,,,
Read,8145,,,,
Read,91925,,,,
Read,92054,,,,
Read,9318,,,,
Read,93415,,,,
Read,95129,,,,
Read,95222,,,,
Read,95455,,,,filedone.csv
Read,97309,,,,
Read,97575,,,,
Read,97627,,,,
Read,97771,,,,
Read,99557,,,,
Read,99741,,,,
Read,99950,90793.5795454545,,,
Write,100417,176480.143333333,,,
Write,102535,,,,
Write,103463,,,,
Write,103609,,,,
Write,104069,,,,
Write,106078,,,,
Write,106582,,,,
Write,109062,,,,
Write,109290,,,,
Write,109436,,,,
Write,109480,,,,
Write,110515,,,,
Write,110873,,,,
Write,112838,,,,
Write,113328,,,,
Write,113912,,,,
Write,118010,,,,
Write,119343,,,,
Write,125014,,,,
Write,125790,,,,
Write,126967,,,,
Write,filedone.csv,,,,
Write,129669,,,,
Write,130766,,,,
Write,132008,,,,
Write,133099,,,,
Write,133546,,,,
Write,134535,,,,
Write,134962,,,,
Write,135045,,,,
Write,135421,,,,
Write,135609,,,,
Write,136612,,,,
Write,137212,,,,
Write,137496,,,,
Write,137502,,,,
Write,137538,,,,
Write,138269,,,,
Write,139405,,,,
Write,139486,,,,
Write,139673,,,,
Write,139850,,,,
Write,141337,,,,
Write,141527,,,,
Write,142865,,,,
Write,143238,,,,
Write,143373,,,,
Write,143586,,,,
Write,143641,,,,
Write,144188,,,,
Write,144478,,,,
Write,145000,,,,
Write,145294,,,,
Write,145386,,,,
Write,145435,,,,
Write,145449,,,,
Write,146504,,,,
Write,147459,,,,
Write,147460,,,,
Write,147598,,,,
Write,148319,,,,
Write,148455,,,,
Write,149047,,,,
Write,149118,,,,
Write,149197,,,,
Write,149470,,,,
Write,filedone.csv,,,,
Write,151973,,,,
Write,152399,,,,
Write,153447,,,,
Write,153511,,,,
Write,153605,,,,
Write,153887,,,,
Write,154240,,,,filedone.csv
Write,154464,,,,
Write,154557,,,,
Write,157564,,,,
Write,159229,,,,
Write,159297,,,,
Write,160213,,,,
Write,160908,,,,
Write,161504,,,,
Write,162868,,,,
Write,165058,,,,
Write,165242,,,,
Write,165419,,,,
Write,165843,,,,
Write,166127,,,,
Write,166691,,,,
Write,167440,,,,
Write,167453,,,,
Write,167482,,,,
Write,168439,,,,
Write,170177,,,,
Write,170594,,,,
Write,171518,,,,
Write,171898,,,,
Write,172018,,,,
Write,172399,,,,
Write,172826,,,,
Write,173743,,,,
Write,174081,,,,
Write,174281,,,,
Write,174823,,,,
Write,175086,,,,
Write,175578,,,,
Write,175765,,,,
Write,176219,,,,
Write,176424,,,,
Write,177205,,,,
Write,177365,,,,
Write,178141,,,,
Write,178389,,,,
Write,178433,,,,
Write,178768,,,,
Write,179137,,,,
Write,179393,,,,
Write,179416,,,,
Write,179429,,,,
Write,180830,,,,
Write,181263,,,,
Write,181421,,,,
Write,181868,,,,
Write,182014,,,,
Write,182121,,,,
Write,182413,,,,
Write,182506,,,,
Write,183234,,,,
Write,183244,,,,
Write,183360,,,,
Write,183387,,,,
Write,183419,,,,
Write,183524,,,,
Write,184267,,,,
Write,184488,,,,
Write,filedone.csv,,,,
Write,185170,,,,
Write,185200,,,,
Write,185346,,,,
Write,185504,,,,
Write,185610,,,,
Write,185755,,,,
Write,186556,,,,
Write,186607,,,,
Write,186920,,,,
Write,187098,,,,
Write,187211,,,,
Write,187405,,,,
Write,187419,,,,
Write,187430,,,,
Write,187469,,,,
Write,187495,,,,
Write,187576,,,,
Write,187616,,,,
Write,188276,,,,
Write,188382,,,,
Write,188459,,,,
Write,188809,,,,
Write,189517,,,,
Write,189531,,,,
Write,189630,,,,
Write,189659,,,,
Write,190102,,,,
Write,190175,,,,
Write,190352,,,,
Write,190476,,,,
Write,190744,,,,
Write,191077,,,,
Write,191274,,,,
Write,191381,,,,
Write,191423,,,,
Write,filedone.csv,,,,
Write,191529,,,,
Write,191766,,,,
Write,191826,,,,
Write,192041,,,,
Write,192282,,,,
Write,192552,,,,
Write,192596,,,,
Write,192809,,,,
Write,193081,,,,
Write,193234,,,,
Write,193249,,,,
Write,193249,,,,
Write,193251,,,,
Write,193273,,,,
Write,193393,,,,
Write,193432,,,,
Write,193690,,,,
Write,194164,,,,
Write,194365,,,,
Write,194510,,,,
Write,195096,,,,
Write,195201,,,,
Write,195302,,,,
Write,195331,,,,
Write,195338,,,,
Write,195446,,,,
Write,195462,filedone.csv,,,
Write,195488,,,,
Write,195570,,,,
Write,195902,,,,
Write,196088,,,,
Write,196549,,,,
Write,196637,,,,
Write,196878,,,,
Write,196990,,,,
Write,197040,,,,
Write,197109,,,,
Write,197263,,,,
Write,197459,,,,
Write,197464,,,,
Write,197478,,,,
Write,197500,,,,
Write,197525,,,,
Write,197669,,,,
Write,197902,,,,
Write,198259,,,,
Write,198428,,,,
Write,198459,,,,
Write,198518,,,,
Write,198723,,,,
Write,199012,,,,
Write,199023,,,,
Write,199329,,,,
Write,199363,,,,
Write,199478,,,,
Write,199511,,,,
Write,199525,,,,
Write,199577,,,,
Write,200242,,,,
Write,200425,,,,
Write,201059,,,,
Write,201077,,,,
Write,201436,,,,
Write,201459,,,,
Write,203123,,,,
Write,203361,,,,
Write,203367,,,,
Write,203505,,,,
Write,203586,,,,
Write,203615,,,,
Write,204425,,,,
Write,204494,,,,
Write,204601,,,,
Write,205151,,,,
Write,205382,,,,
Write,206422,,,,filedone.csv
Write,206504,,,,
Write,207215,,,,
Write,207242,,,,
Write,207430,,,,
Write,20763,,,,
Write,207641,,,,
Write,208093,,,,
Write,208259,,,,
Write,209280,,,,
Write,209481,,,,
Write,209862,,,,
Write,210338,,,,
Write,210954,,,,
Write,211550,,,,
Write,212426,,,,
Write,213298,,,,
Write,213602,,,,
Write,213639,,,,
Write,214067,,,,
Write,215177,,,,
Write,215754,,,,
Write,219442,,,,
Write,222340,,,,
Write,222667,,,,
Write,223309,,,,
Write,223495,,,,
Write,227087,,,,
Write,244386,,,,
Write,255177,filedone.csv,,,
Write,299469,,,,
Write,379498,,,,
Write,395809,,,,
Write,419188,,,,
Write,421419,,,,
Write,431531,,,,
Write,43840,,,,
Write,495449,,,,
Write,516533,,,,
Write,57933,,,,filedone.csv
Write,86483,,,,
Write,88468,,,,
Write,89144,,,,
Write,89952,,,,
Write,90721,,,,
Write,91562,,,,
Write,93664,,,,
Write,94607,,,,
Write,95164,,,,
Write,95423,,,,
Write,95986,,,,
Write,96141,,,,
Write,96308,,,,
Write,97282,,,,
Write,97810,,,,
Write,99045,,,,
Write,99505,,,,
