Read,10444,
Read,10921,
Read,11172,
Read,12009,
Read,124951,
Read,125001,
Read,12532,
Read,126897,
Read,12705,
Read,131615,
Read,13402,
Read,134993,
Read,13638,
Read,136807,
Read,137649,
Read,138407,
Read,141284,
Read,144869,
Read,145485,
Read,148977,
Read,149506,
Read,153659,
Read,153932,
Read,154418,
Read,155879,
Read,157703,
Read,1675,
Read,17832,
Read,184867,
Read,18582,
Read,186850,
Read,187761,
Read,188080,
Read,189734,
Read,191873,
Read,19521,
Read,19829,
Read,199901,
Read,199945,
Read,201709,
Read,201813,
Read,2059,
Read,206086,
Read,207149,
Read,207729,
Read,210034,
Read,210874,
Read,211121,
Read,212776,
Read,216835,
Read,23808,
Read,24769,
Read,2486,
Read,26074,
Read,26706,
Read,28472,
Read,28753,
Read,33858,
Read,34213,
Read,34424,
Read,43767,
Read,44742,
Read,45996,
Read,5787,
Read,5891,
Read,63624,
Read,6601,
Read,67313,
Read,68226,
Read,70137,
Read,73066,
Read,73340,
Read,73768,
Read,74522,
Read,8007,
Read,81230,
Read,82714,
Read,82941,
Read,83877,
Read,85798,
Read,86792,
Read,87858,
Read,9023,
Read,9130,
Read,94851,
Read,96768,
Read,9679,
Read,99704,93775.0568181818
Write,100887,238180.197368421
Write,106359,
Write,112665,
Write,113250,
Write,121010,
Write,122979,
Write,123435,
Write,124312,
Write,125805,
Write,127228,
Write,131061,
Write,131438,
Write,133315,
Write,135612,
Write,135776,
Write,142565,
Write,145544,
Write,148191,
Write,149860,
Write,151580,
Write,171137,
Write,172218,
Write,173066,
Write,176217,
Write,180491,
Write,181625,
Write,181749,
Write,182643,
Write,185549,
Write,187516,
Write,188417,
Write,190502,
Write,196030,
Write,197732,
Write,198986,
Write,202511,
Write,202899,
Write,203411,
Write,203441,
Write,208419,
Write,208783,
Write,209215,
Write,209414,
Write,212590,
Write,213762,
Write,215842,
Write,217310,
Write,219308,
Write,219362,
Write,219878,
Write,219927,
Write,220638,
Write,221384,
Write,223671,
Write,223671,
Write,224137,
Write,224323,
Write,225358,
Write,227506,
Write,229559,
Write,231413,
Write,232120,
Write,232263,
Write,232921,
Write,233887,
Write,234142,
Write,234605,
Write,235001,
Write,235410,
Write,235451,
Write,235475,
Write,235600,
Write,236551,
Write,236647,
Write,237013,
Write,237118,
Write,237887,
Write,237944,
Write,237997,
Write,238147,
Write,238377,
Write,238538,
Write,238696,
Write,238715,
Write,238987,
Write,239194,
Write,239426,
Write,239429,
Write,239501,
Write,239518,
Write,240075,
Write,240283,
Write,241085,
Write,241198,
Write,241217,
Write,241340,
Write,241600,
Write,241663,
Write,241884,
Write,242385,
Write,242581,
Write,243142,
Write,243192,
Write,243272,
Write,243472,
Write,243473,
Write,243509,
Write,243604,
Write,243618,
Write,243661,
Write,243912,
Write,244067,
Write,244158,
Write,244232,
Write,244516,
Write,244546,
Write,245109,
Write,245223,
Write,245333,
Write,245348,
Write,245401,
Write,245402,
Write,245403,
Write,245408,
Write,245440,
Write,245616,
Write,246036,
Write,246070,
Write,246092,
Write,246266,
Write,246326,
Write,246586,
Write,246588,
Write,246892,
Write,246917,
Write,247318,
Write,247424,
Write,247437,
Write,247527,
Write,247534,
Write,247544,
Write,247569,
Write,247685,
Write,247744,
Write,248065,
Write,248302,
Write,248558,
Write,248729,
Write,248916,
Write,249038,
Write,249305,
Write,249311,
Write,249404,
Write,249491,
Write,249536,
Write,249797,
Write,249885,
Write,250041,
Write,250279,
Write,250477,
Write,250612,
Write,251325,
Write,251477,
Write,251510,
Write,251842,
Write,251861,
Write,252116,
Write,252507,
Write,253143,
Write,253259,
Write,253333,
Write,253531,
Write,253543,
Write,253620,
Write,253675,
Write,254219,
Write,254241,
Write,254556,
Write,254786,
Write,255099,
Write,255338,
Write,255471,
Write,255483,
Write,255555,
Write,256031,
Write,256050,
Write,256084,
Write,256134,
Write,256489,
Write,256905,
Write,256928,
Write,257198,
Write,257347,
Write,257466,
Write,257479,
Write,257541,
Write,257554,
Write,257555,
Write,257563,
Write,258426,
Write,258450,
Write,258499,
Write,258728,
Write,258878,
Write,259197,
Write,259213,
Write,259282,
Write,259320,
Write,259357,
Write,259414,
Write,259477,
Write,259498,
Write,259503,
Write,260103,
Write,260305,
Write,261010,
Write,261025,
Write,261231,
Write,261258,
Write,261281,
Write,261313,
Write,261432,
Write,261534,
Write,261599,
Write,262552,
Write,262735,
Write,263155,
Write,263252,
Write,263290,
Write,263405,
Write,263423,
Write,263509,
Write,263510,
Write,263515,
Write,263575,
Write,264376,
Write,264469,
Write,265038,
Write,265115,
Write,265307,
Write,265674,
Write,265932,
Write,266210,
Write,266848,
Write,267062,
Write,267399,
Write,267411,
Write,267502,
Write,268494,
Write,268656,
Write,269564,
Write,269769,
Write,269947,
Write,270286,
Write,271024,
Write,271175,
Write,271532,
Write,273133,
Write,273220,
Write,273485,
Write,274498,
Write,275069,
Write,275522,
Write,275730,
Write,277375,
Write,277434,
Write,277479,
Write,277805,
Write,277989,
Write,278178,
Write,279213,
Write,280115,
Write,285241,
Write,34335,
Write,363606,
Write,401610,
Write,418835,
Write,429517,
Write,435612,
Write,458513,
Write,497315,
Write,571704,
Write,57565,
Write,598546,
Write,60159,
Write,60332,
Write,61196,
Write,63030,
Write,65229,
Write,65537,
Write,677484,
Write,68929,
Write,69968,
Write,71309,
Write,720799,
Write,73794,
Write,76065,
Write,773347,
Write,79041,
Write,87030,
Write,88019,
Write,89896,
Write,90235,
Write,95168,
