Read,10053,
Read,10053,
Read,10122,
Read,10122,
Read,10140,
Read,10140,
Read,102193,
Read,102193,
Read,10355,
Read,10355,
Read,10427,
Read,10427,
Read,104743,
Read,104743,
Read,105462,
Read,105462,
Read,10579,
Read,10579,
Read,10589,
Read,10589,
Read,10703,
Read,10703,
Read,108246,
Read,108246,
Read,108310,
Read,108310,
Read,109137,
Read,109137,
Read,10936,
Read,10936,
Read,10976,
Read,10976,
Read,11091,
Read,11091,
Read,11098,
Read,11098,
Read,11140,
Read,11140,
Read,11191,
Read,11191,
Read,11210,
Read,11210,
Read,11236,
Read,11236,
Read,11256,
Read,11256,
Read,11278,
Read,11278,
Read,11281,
Read,11281,
Read,11283,
Read,11283,
Read,11388,
Read,11388,
Read,114403,
Read,114403,
Read,11456,
Read,11456,
Read,11465,
Read,11465,
Read,11497,
Read,11497,
Read,11513,
Read,11513,
Read,11568,
Read,11568,
Read,115918,
Read,115918,
Read,11654,
Read,11654,
Read,11677,
Read,11677,
Read,11677,
Read,11677,
Read,11833,
Read,11833,
Read,11833,
Read,11833,
Read,11844,
Read,11844,
Read,11859,
Read,11859,
Read,11862,
Read,11862,
Read,11882,
Read,11882,
Read,11890,
Read,11890,
Read,11916,
Read,11916,
Read,11943,
Read,11943,
Read,11974,
Read,11974,
Read,11979,
Read,11979,
Read,119819,
Read,119819,
Read,11982,
Read,11982,
Read,12068,
Read,12068,
Read,12160,
Read,12160,
Read,12179,
Read,12179,
Read,12230,
Read,12230,
Read,12250,
Read,12250,
Read,12262,
Read,12262,
Read,122860,
Read,122860,
Read,12414,
Read,12414,
Read,12558,
Read,12558,
Read,12590,
Read,12590,
Read,12607,
Read,12607,
Read,12607,
Read,12607,
Read,12661,
Read,12661,
Read,12693,
Read,12693,
Read,12734,
Read,12734,
Read,12750,
Read,12750,
Read,12775,
Read,12775,
Read,12806,
Read,12806,
Read,12862,
Read,12862,
Read,12869,
Read,12869,
Read,12873,
Read,12873,
Read,129092,
Read,129092,
Read,12920,
Read,12920,
Read,12984,
Read,12984,
Read,13017,
Read,13017,
Read,13018,
Read,13018,
Read,13050,
Read,13050,
Read,13080,
Read,13080,
Read,13152,
Read,13152,
Read,13163,
Read,13163,
Read,13211,
Read,13211,
Read,13224,
Read,13224,
Read,13232,
Read,13232,
Read,13233,
Read,13233,
Read,13305,
Read,13305,
Read,13316,
Read,13316,
Read,13366,
Read,13366,
Read,13407,
Read,13407,
