C_rate	numtel	express	maxQ	Ave_Q	Ave_serv	Ave_wait	upset_cust	tot_cust	tot_busy	tot_idle

20	5	true	107	43.36017830609209	187.07951070336392	3817.079510703364	269	327	12235.0	2487.4	
20	5	true	104	41.0024243236003	188.953125	3949.678125	274	320	12093.0	2747.0	
20	5	true	106	43.08758407317731	185.2416918429003	3931.4229607250754	274	331	12263.0	2527.8	
20	5	true	105	40.138901193304626	188.38557993730407	3741.128526645768	271	319	12019.0	2713.4	
20	5	true	112	45.45890585754386	200.0	4310.244224422442	258	303	12120.0	2711.6	
20	5	true	113	44.156768764725754	193.29073482428115	4148.450479233227	265	313	12100.0	2622.8	
20	5	true	107	41.48535128852546	194.67741935483872	3857.3225806451615	263	310	12070.0	2754.4	
20	5	true	107	41.8404312164364	185.69018404907976	3823.1411042944787	281	326	12107.0	2758.2	
20	5	true	106	42.424251761742696	190.86206896551724	4019.1003134796238	273	319	12177.0	2719.4	
20	5	true	109	43.50018874029323	197.1078431372549	4056.7156862745096	257	306	12063.0	2641.2	
20	6	true	74	30.019467304767858	191.72151898734177	3459.7240506329113	346	395	12621.666666666666	2252.3333333333335	
20	6	true	65	27.32275315395784	180.13064133016627	3112.3705463182896	349	421	12639.166666666666	2267.0	
20	6	true	69	29.147157861873634	185.3589108910891	3437.1732673267325	351	404	12480.833333333334	2330.3333333333335	
20	6	true	69	29.568148888614346	191.7766497461929	3402.4467005076144	347	394	12593.333333333334	2205.6666666666665	
20	6	true	73	30.023365113468458	193.54060913705584	3465.4187817258885	335	394	12709.166666666666	2188.6666666666665	
20	6	true	70	28.84015684335889	188.29573934837092	3292.035087719298	348	399	12521.666666666666	2273.0	
20	6	true	72	29.081118630394823	196.4119170984456	3332.6917098445597	323	386	12635.833333333334	2229.5	
20	6	true	80	32.80191711179043	194.21391752577318	3583.966494845361	341	388	12559.166666666666	2308.0	
20	6	true	79	32.93014841781011	203.70619946091645	3672.932614555256	315	371	12595.833333333334	2221.6666666666665	
20	7	true	42	17.085171386704737	184.75708502024293	2307.1983805668015	413	494	13038.57142857143	1866.0	
20	7	true	44	17.95696640930705	191.63135593220338	2465.9830508474574	393	472	12921.42857142857	1985.142857142857	
20	7	true	50	21.753001436093836	192.52676659528908	2995.2783725910062	399	467	12844.285714285714	1970.5714285714287	
20	7	true	48	19.45235929015391	194.16666666666666	2583.1773504273506	385	468	12981.42857142857	1930.4285714285713	
20	7	true	49	20.446829072259664	192.6545842217484	2722.9701492537315	388	469	12907.857142857143	1959.142857142857	
20	7	true	54	22.338439697263297	203.9729119638826	2963.3860045146725	372	443	12908.57142857143	1969.7142857142858	
20	7	true	53	22.966673368373716	196.3804347826087	3018.391304347826	396	460	12905.0	1937.2857142857142	
20	7	true	44	17.72430954650032	190.46413502109704	2373.2109704641352	388	474	12897.142857142857	1921.142857142857	
20	7	true	45	20.252690638680225	193.39743589743588	2885.1324786324785	405	468	12930.0	1973.4285714285713	
20	8	true	32	14.320633153709279	199.16349809885932	2299.5817490494296	443	526	13095.0	1692.0	
20	8	true	35	14.494079007847299	203.85880077369438	2227.247582205029	433	517	13174.375	1757.375	
20	8	true	28	11.573910265034307	191.44160583941607	1798.9908759124087	427	548	13113.75	1713.875	
20	8	true	33	14.979617151094573	196.74157303370785	2309.7284644194756	445	534	13132.5	1713.75	
20	8	true	27	11.108283082077051	186.9876325088339	1747.1201413427561	443	566	13229.375	1691.25	
20	8	true	29	12.297998854563218	192.3400365630713	1921.7714808043875	443	547	13151.25	1683.25	
20	8	true	35	14.809898344074018	197.31638418079095	2278.777777777778	449	531	13096.875	1644.25	
20	8	true	31	11.734909613011025	190.56261343012704	1730.519056261343	414	551	13125.0	1739.875	
20	8	true	30	12.233874639550766	198.1155303030303	1936.2973484848485	407	528	13075.625	1734.5	
20	8	true	31	12.841399988274805	198.17073170731706	1988.6341463414635	442	533	13203.125	1720.625	
20	8	true	36	14.232972864051586	196.73872180451127	2137.8815789473683	460	532	13083.125	1734.75	
25	5	true	73	27.706596058452877	186.22699386503066	3161.5835889570553	269	326	12142.0	2733.25	
25	5	true	74	29.28491620111732	192.86624203821657	3410.453821656051	276	314	12112.0	2786.25	
25	5	true	73	27.655851874173404	189.9843260188088	3188.060344827586	267	319	12121.0	2781.25	
25	5	true	63	25.16648103145673	188.42105263157896	3227.856037151703	266	323	12172.0	2565.75	
25	5	true	68	27.741587815615038	188.96226415094338	3362.9245283018868	275	318	12018.0	2765.25	
25	5	true	73	29.371765575643526	194.28571428571428	3595.1501623376626	265	308	11968.0	2747.0	
25	5	true	77	30.208805200026806	196.3961038961039	3499.4277597402597	269	308	12098.0	2787.0	
25	5	true	68	26.619750628490443	185.16666666666666	3099.6704545454545	269	330	12221.0	2538.5	
25	5	true	71	26.648088578877864	186.41975308641975	3038.2291666666665	265	324	12080.0	2613.0	
25	6	true	42	18.3957706033233	190.5919395465995	2735.5636020151132	355	397	12610.833333333334	2330.8333333333335	
25	6	true	41	16.10751799669476	190.40506329113924	2345.509493670886	329	395	12535.0	2281.25	
25	6	true	42	17.00751270736749	189.1939546599496	2460.0125944584383	325	397	12518.333333333334	2374.7916666666665	
25	6	true	46	18.822496930461	203.37431693989072	2778.5997267759562	316	366	12405.833333333334	2393.5416666666665	
25	6	true	42	17.14496513249652	191.8112244897959	2529.2761479591836	343	392	12531.666666666666	2347.5	
25	6	true	49	21.066669456183664	205.89673913043478	3035.2921195652175	309	368	12628.333333333334	2277.7083333333335	
